,B,C,PB228,PB317,PB411,PB428,PB512,PB602,PB613,CB228,CB317,CB411,CB428,CB512,CB602,CB613,HB228,HB317,HB411,HB428,HB512,HB602,HB613,PC228,PC317,PC411,PC428,PC512,PC602,PC613,CC228,CC317,CC411,CC428,CC512,CC602,CC613,HC228,HC317,HC411,HC428,HC512,HC602,HC613,PBC228,PBC317,PBC411,PBC428,PBC512,PBC602,PBC613,CBC228,CBC317,CBC411,CBC428,CBC512,CBC602,CBC613,HBC228,HBC317,HBC411,HBC428,HBC512,HBC602,HBC613,PCK317,PCK411,PCK428,PCK512,PCK602,PCK613,PCK228,CCK317,CCK411,CCK428,CCK512,CCK602,CCK613,CCK228,HCK317,HCK411,HCK428,HCK512,HCK602,HCK613,HCK228,Kingdom,Phylum,Class,Order,Family,Genus,Species
Zotu1371,0,0,0,0,0,0,0,0,0,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,5,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,,,,,
Zotu5816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu649,0,0,0,0,0,0,0,0,0,2,196,10,24,110,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,2,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu1574,0,0,0,0,0,0,0,0,0,43,0,0,0,59,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,43,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,1,0,43,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,
Zotu681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,330,5,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu947,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,3,0,3,1,0,0,0,0,0,0,0,0,0,6,2,1,0,1,0,0,0,12,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum
Zotu459,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum
Zotu1076,0,0,0,0,0,0,0,0,0,0,3,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,43,6,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,80,4,19,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,2,21,18,1,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu6476,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu690,0,0,0,0,0,0,0,0,0,15,8,12,13,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,3,1,3,7,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,15,7,73,10,12,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,116,15,16,29,14,15,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Amphisphaeriales,f__Pestalotiopsidaceae,g__Pestalotiopsis,s__Pestalotiopsis_sp
Zotu1089,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_sp
Zotu897,0,0,0,0,0,0,0,0,48,0,0,0,0,3,1,2,6,17,8,12,6,24,0,0,2,1,0,0,0,10,0,2,0,101,0,32,0,6,4,12,8,33,2,0,0,0,0,2,0,0,111,0,1,0,0,0,0,1,6,16,5,14,68,31,0,0,0,0,0,0,3,0,1,0,10,1,0,3,0,23,3,3,8,9,0,6,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Mycenaceae,g__Mycena,s__Mycena_rosea
Zotu2225,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,11,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,11,0,1,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu2118,0,0,0,4,0,0,0,0,0,0,13,3,1,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,4,1,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_sp
Zotu2405,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu3500,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Wojnowiciella,s__Wojnowiciella_sp
Zotu57,0,0,0,0,0,0,0,0,0,7,14,26,6,11,0,1,156,11,139,0,9,10,0,0,0,0,0,0,0,14,7,14,4,16,25,0,14,156,1,445,49,415,10,0,0,1,0,0,0,0,318,7,103,204,350,113,472,245,156,3,23,116,6,568,2,2,0,0,0,0,33,0,5,0,0,61,17,91,7,11,22,3,38,110,0,156,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Ascobolaceae,g__Ascobolus,s__Ascobolus_sp
Zotu160,0,0,0,0,0,0,0,0,0,35,9,5842,3,16,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,5,19,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,17,5,5,11,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,10,16,41,1,35,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp
Zotu2475,0,0,0,0,0,0,0,0,0,1,2,5,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,,,,,
Zotu6246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_sp
Zotu519,0,0,0,0,0,0,0,0,0,23,9,18,7,8,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,5,16,13,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,0,1,4,4,38,35,0,0,0,0,0,0,0,49,0,0,0,0,0,0,19,15,10,13,701,15,23,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum
Zotu6406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu212,0,0,0,0,0,0,0,0,154,17,31,83,12,15,11,15,70,59,9,0,23,171,0,0,0,0,0,0,0,92,17,19,6,27,4,2,17,70,7,12,60,4,8,0,0,3,0,0,1556,0,0,17,4,8,7,32,12,6,70,18,6,19,9,6,0,1,0,0,0,0,89,0,23,19,77,17,7,183,17,19,39,15,42,42,0,70,k__Fungi,p__Ascomycota,,,,,
Zotu1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,23,0,0,0,2,0,0,7,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Mycenaceae,g__Mycena,s__Mycena_rosea
Zotu6014,0,0,0,0,0,0,0,0,0,14,4,0,2,2,2,0,12,64,8,0,17,39,0,0,0,0,0,0,0,7,14,36,2,0,4,6,4,12,11,2,9,6,29,0,0,0,0,0,0,0,8,14,33,1,3,8,3,2,12,11,9,6,2,19,0,0,0,0,0,0,0,0,9,3,4,0,11,3,14,7,2,11,11,26,0,12,k__Fungi,,,,,,
Zotu3950,0,0,0,0,0,0,0,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum
Zotu683,0,0,0,0,0,0,0,0,0,270,0,15,4,3,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,2,0,1,0,315,0,0,0,0,0,2,0,0,0,0,0,0,0,0,270,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,270,0,0,0,0,5,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Articulospora,s__Articulospora_sp
Zotu1211,0,0,0,6,4,0,16,0,9,1,12,1,3,4,0,5,12,0,0,0,8,4,3,0,5,0,0,7,0,0,1,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,2,12,0,1,0,14,0,0,0,7,0,0,43,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,12,k__Fungi,,,,,,
Zotu720,0,0,0,0,0,0,0,0,0,0,15,6,43,47,49,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,9,80,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,82,7,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum
Zotu958,0,0,0,0,0,0,0,0,0,1,44,0,3,18,111,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,1,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu1266,0,0,0,0,0,0,0,0,0,7,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,1,21,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu379,0,0,0,0,0,0,1,0,0,1,1,14,47,20,79,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,23,12,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,7,4,11,6,0,1,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu3840,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,47,129,41,2,104,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,83,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,,,,
Zotu2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,2,7,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,0,0,0,0,0,2,0,0,8,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp
Zotu3972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu594,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,9,311,31,10,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,10,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,4,332,9,16,17,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,,,,
Zotu740,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Mycenaceae,g__Mycena,s__Mycena_rosea
Zotu1873,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,38,0,0,0,0,0,k__Fungi,,,,,,
Zotu311,0,0,0,0,0,0,0,0,0,2,6,7,1,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,58,10,3,6,2,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu1255,0,0,0,0,0,0,0,0,4,2,4,7,0,11,0,19,0,0,3,3,2,4,0,0,0,0,0,0,0,0,2,11,0,6,0,0,0,0,1,11,0,0,3,0,0,0,0,0,0,0,3,2,0,1,1,2,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,0,22,5,8,6,2,2,0,2,2,0,0,0,k__Fungi,,,,,,
Zotu2827,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,3,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,43,1,2,32,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum
Zotu478,0,0,0,0,0,0,0,0,0,24,21,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,69,1,18,8,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,1,12,2,3,0,24,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu2004,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu927,0,0,0,0,0,0,0,0,0,6,7,2,6,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,1,4,30,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,5,7,2,6,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu4871,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum
Zotu313,0,0,0,14,0,0,0,0,0,17,1,26,3,22,1055,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,2,20,14,0,25,0,0,0,0,0,0,2,0,0,0,0,3,0,0,17,1,0,12,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,24,41,4,17,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Mycenaceae,g__Mycena,s__Mycena_rosea
Zotu667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,52,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,5,582,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,37,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum
Zotu4991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,
Zotu2267,0,0,0,0,0,0,0,0,0,0,8,0,4,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu634,0,0,0,6,0,0,0,0,0,13,14,5,3,9,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,7,8,51,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,13,18,38,0,11,10,3,0,2,1,0,0,0,0,2,0,0,0,0,0,0,6,9,4,4,23,4,13,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp
Zotu314,0,0,0,2,0,0,0,0,0,7,32,8,1,13,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,14,22,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,9,12,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,4,1,5,686,7,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,,,,,
Zotu1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,
Zotu2002,0,0,0,0,0,0,0,0,0,1,0,3,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_sp
Zotu6767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,k__Fungi,p__Ascomycota,,,,,
Zotu421,0,0,0,1,0,0,0,0,26,11,40,60,7,5,0,6,4,35,15,27,14,17,0,0,0,0,0,0,0,2,11,24,14,7,4,0,0,4,80,42,12,6,39,0,0,2,0,0,0,0,10,11,13,12,11,3,0,2,4,1,25,21,8,10,0,113,0,0,0,0,0,0,67,7,4,5,17,4,11,14,0,4,4,26,0,4,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp
Zotu881,0,0,0,0,0,0,0,0,0,7,11,3,11,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,3,8,5,16,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,11,1,12,20,3,7,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu1222,0,0,0,0,0,0,0,0,0,3,6,20,4,6,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,6,3,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,2,7,3,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,,,,,
Zotu1650,0,0,0,0,0,0,0,0,0,1,2,45,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu1091,0,0,0,0,0,0,0,0,0,0,4,13,11,6,41,75,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,12,1,3,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp
